state,name,hs_grad_2016,homeownership_2010,age_under_5_2017,age_over_65_2017,female_2010,black_2017,white_not_hispanic_2017,per_capita_income_2017,median_household_income_2017,density_2010,poverty_2017,unemployment_rate_2016,median_age_2019
Virginia,Charles City County,77.2,85,4.1,22,50.8,23.11,41.51,31980.58,55069,39.7,13.2,4.6,50.8
Virginia,Charlotte County,79.9,77.9,6,21.1,50.9,14.83,67.45,18229.21,38350,26.5,22.7,5.05,46.2
Virginia,Chesterfield County,91.5,78.4,6,13.4,51.8,11.36,62.81,34796.35,76969,747.1,7.2,3.9,38.9
Virginia,Clarke County,87.4,75.8,5,19.7,50.2,2.45,86.9,37555.12,72129,79.7,10.4,3.6,47
Virginia,Craig County,87.2,85.7,5.2,21.3,50.6,0.07,99.43,27474.77,53526,15.7,9.3,4.81,46.3
Virginia,Culpeper County,83.6,72.6,6.5,14.6,49.3,7.18,71.14,30243.21,69693,123.1,8.9,3.92,39.2
Virginia,Cumberland County,79.4,77.8,5.2,20.4,51.6,16.23,63.13,23177.24,43020,33.8,21.8,4.66,45.6
Virginia,Dickenson County,73.9,80.6,5.3,20.1,50,0.41,97.83,20773.97,29916,48.1,23,10.02,44.7
Virginia,Dinwiddie County,81.1,75.8,5.6,16.2,50.9,15.9,62.15,25296.97,54640,55.6,14.8,4.92,43.2
Virginia,Essex County,82.1,74.8,6.4,20.6,52.7,18.91,54.89,25550.82,50629,43.4,12.3,4.89,46.3
Virginia,Fairfax County,91.7,71.9,6.5,12.2,50.6,4.83,51.71,51812.15,117515,2766.8,6.1,3.26,38
Virginia,Fauquier County,91.4,78.8,5.8,15.3,50.7,3.76,80.87,41969.37,94775,100.7,6.2,3.52,41.3
Virginia,Floyd County,83.5,78.5,4.8,20.9,49.8,1.29,93.67,24895.85,48396,40.2,12,4.11,47.2
Virginia,Fluvanna County,89.3,87.2,4.6,18,54.1,6.78,78.66,33196.46,67964,89.8,6.1,3.4,43.4
Virginia,Franklin County,85.4,78.5,4.7,21.4,50.7,3.99,87.1,27609.75,51208,81.3,14.8,4.33,47.2
Virginia,Frederick County,88.1,78.8,6,15.7,50.3,2,84.51,31933.95,71037,189.4,5.6,3.53,40.7
Virginia,Giles County,85.2,77.8,5.1,20.6,51,1.19,95.09,24883.47,49734,48.6,11.3,5.42,44.7
Virginia,Gloucester County,89.9,82.4,5.3,17.7,50.5,4.18,85.08,31953.01,63881,169.2,8.7,3.69,44.9
Virginia,Goochland County,90.6,91.2,3.9,20,50.4,8.26,77.6,50060.63,86652,77.2,5.3,3.81,48.3
Virginia,Grayson County,79.3,81.3,4.3,22.8,51,1.89,90.83,20332.44,32048,35.1,20.2,5.16,48.1
Virginia,Greene County,83.4,79.8,6.1,15.6,50.8,3.06,83.25,30445.63,62952,117.8,9.4,3.31,39.6
Virginia,Greensville County,76.6,74.6,4.5,14.8,37.4,28.95,37.09,21245.06,42121,41.5,17,5.12,40.7
Virginia,Halifax County,79,75.9,5.2,22.3,52.3,17.99,59.83,20893,39233,44.3,18.7,5.89,46.5
Virginia,Hanover County,92.6,83.9,5,16,50.9,4.59,84.41,38140.38,84955,213.1,5.8,3.54,42.7
Virginia,Henrico County,90.9,66.9,6.3,14.2,53,14.76,54.2,35465.1,66447,1313.4,10.4,3.94,38.8
Virginia,Henry County,79.2,75.9,4.8,22.5,51.8,11.07,70.26,21331.17,36779,141.6,19.2,5.64,47.6
Virginia,Highland County,84.1,76.6,3.7,38.8,50.1,0,99.41,33538.95,45094,5.6,10.6,3.14,60.9
Virginia,Isle of Wight County,86.7,81.1,5,17.4,51.3,11.14,70.8,32769.17,67767,111.8,10.3,4.35,44.3
Virginia,James City County,93.9,76.5,4.8,23.6,51.7,6.55,75.94,41304.35,80772,470.4,7.5,3.91,46.5
Virginia,King and Queen County,85.4,80.4,5.2,21.8,50.3,13.05,66.05,25071.31,51495,22,15.6,4.21,46.7
Virginia,King George County,92.9,76.4,6.3,12.1,49.7,8.21,73.79,35311.66,84770,131.3,5.7,4.32,37.4
Virginia,King William County,88.3,85.4,6.1,14.8,51.3,9.21,76.17,30416.04,67423,58.2,10.9,3.83,40.3
Virginia,Lancaster County,89.3,77.1,4,34.6,53,14.01,68.22,33581.04,51495,85.5,11,5.68,57.3
Virginia,Lee County,75.4,73.8,4.7,19,47.8,2.24,92.85,18818.22,32590,58.8,26.2,6.85,44.9
Virginia,Loudoun County,93.4,80.8,7.5,8.3,50.7,3.78,57.68,49456.68,129588,605.8,3.7,3.23,36.2
Virginia,Louisa County,83.6,78.2,5.4,18.2,50.7,7.61,77.4,29279.46,56946,66.8,11.8,3.86,44.8
Virginia,Lunenburg County,75.8,74.4,4.9,20.4,46.9,15.49,59.95,19397.25,39537,29.9,18.6,4.65,45.3
Virginia,Madison County,85.8,81,4.1,20.2,51.2,3.36,85.04,29738.49,52287,41.5,9.8,3.16,45.6
Virginia,Mathews County,91.5,83,2.9,29.6,51.4,5.25,85.76,34865.52,63622,104.5,10.6,4.04,54.5
Virginia,Mecklenburg County,79.9,75.1,4.6,24.2,50.4,17.85,60.15,21792.91,41126,52.3,16.9,5.67,48.4
Virginia,Middlesex County,88.6,81.1,3.2,29.9,50.1,9.23,77.67,29729.39,50483,84.1,10.2,3.86,53.9
Virginia,Montgomery County,91.4,56.4,4.5,11.5,48.3,2.27,83.91,29812.85,53424,243.9,23.8,4.18,29
Virginia,Nelson County,86.4,77.8,4.2,24.4,51.4,6.38,81.63,32600.44,53834,31.9,14.9,3.64,51.4
Virginia,New Kent County,91.8,90.1,5.3,15.9,49.1,5.7,79.55,36946.97,78429,87.9,5.1,3.42,43.3
Virginia,Northampton County,79.3,71.1,6.1,25.2,52.1,17.5,54.05,25335.84,41468,58.5,20.3,5.86,49
Virginia,Northumberland County,89.7,84.3,2.7,35.2,51.3,14.33,69.92,34346.23,56677,64.5,13.5,5.51,58.9
Virginia,Nottoway County,74.8,64.3,5.4,18.3,47.2,20.13,54.61,21054.1,38410,50.4,21.5,4.01,40.6
Virginia,Orange County,89.3,78.4,5.7,19.7,51,6.16,78.88,29619.77,67196,98.2,8.9,4.11,42
Virginia,Page County,79.2,75.6,4.8,20.4,50.8,0.73,94.47,23660.89,46140,77.3,17,5.61,45.4
Virginia,Patrick County,79.7,81.3,4.4,24.6,50.8,2.77,89.9,21613.1,37757,38.3,20.2,4.9,49.9
Virginia,Pittsylvania County,82.2,79.4,4.4,20.4,50.8,10.58,74.2,24305.26,44356,65.5,14.7,4.8,47.2
Virginia,Powhatan County,90.6,89.6,4.2,16.5,46.1,5.6,84.58,36705.81,80441,107.8,5.5,3.58,45.1
Virginia,Prince Edward County,83.1,63.4,4.6,15.5,50.3,15.67,61.93,23461.51,44147,66.8,21.4,5.37,31.5
Virginia,Prince George County,88.6,75.4,5.5,12.6,45.4,16.15,55.64,28085.23,68461,134.7,12.3,4.9,37
Virginia,Prince William County,89.1,74.8,7.6,8.7,50.3,10.45,44.62,36990.97,101059,1195,7,3.68,35.2
Virginia,Pulaski County,84.1,73.1,4.7,21.4,50.6,2.33,90.94,26845.18,49691,109,13.9,6.01,47
Virginia,Rappahannock County,87.2,72.5,4.9,24.4,50,1.9,89.22,37772.65,62541,27.7,8.9,3.56,50.1
Virginia,Richmond County,80.5,79.9,3.5,20.7,43.5,12.88,60.93,24778.18,47341,48.3,17.4,3.74,47.3
Virginia,Roanoke County,91.7,77.7,4.8,19.8,52.3,2.92,86.51,34043.46,62134,368.7,8,3.61,43.8
Virginia,Rockbridge County,86.2,76.4,4.8,24.3,50.7,1.52,92.9,30253.09,53918,37.3,15.6,4.41,49
Virginia,Rockingham County,82.1,74.7,5.6,18.1,50.9,1.27,89.52,29351.59,57651,89.9,10.2,3.55,41.5
Virginia,Russell County,78.2,77,4.8,19.3,51,0.47,96.83,20942.04,40083,61,17.6,6.53,45.7
Virginia,Scott County,79.3,77,4.2,22.2,50.4,0.41,96.86,20963.33,38725,43.3,17.7,4.94,47.3
Virginia,Shenandoah County,85.7,69.5,5.6,20.5,51.1,0.91,88.42,26609.35,53934,82.5,10.3,3.8,44.5
Virginia,Smyth County,82.5,72.9,4.9,20.5,51.2,1.19,94.3,21934.73,40544,71.4,17.4,5.86,45
Virginia,Southampton County,82.6,76.2,5,18.1,47.9,16.68,60.73,26906.83,53681,31,11.7,3.97,46.9
Virginia,Spotsylvania County,89.6,79.9,6.3,12.7,51,7.93,69.5,32784,81434,304.9,8,4.13,38.2
Virginia,Stafford County,93.5,78.4,6.4,9.4,49.7,8.48,63.73,39036.18,103005,479.5,4.7,3.95,35.5
Virginia,Surry County,83.6,74.2,4.4,19.8,50.6,22.81,52.08,26794.61,54656,25.3,13.6,5.31,49.8
Virginia,Sussex County,72.3,67,4.2,16.4,41.4,28.46,38.08,26406.83,44608,24.7,17.8,6.34,41
Virginia,Tazewell County,78.8,73.4,5.2,19.8,50.6,1.51,93.99,24660.08,40309,86.9,15.6,7.57,45.2
Virginia,Warren County,85.8,74.8,5.8,14.8,50.3,1.84,87.6,29506.69,65353,176,9.8,4.09,41.3
Virginia,Washington County,84.2,74.2,4.3,20.9,50.7,0.71,95.35,25572.88,44844,97.8,14.6,4.55,46.3
Virginia,Westmoreland County,85,76.1,5.7,23.6,51.2,13.31,63.84,31900,55688,76.1,9.5,4.63,48.6
Virginia,Wise County,75.2,69.7,5.2,16.3,48.3,2.69,91.7,22083.47,38255,102.8,19.9,8.55,41.4
Virginia,Wythe County,82.3,77,4.7,20,51.1,1.59,93.97,24520.66,46119,63.3,15.2,5.75,45.3
Virginia,York County,93.8,78.6,5.5,14.7,51.1,6.42,71.96,37912.87,86781,624.8,5.2,3.92,39.6
Virginia,Alexandria city,91.4,45.7,7.3,10.5,51.9,11.03,51.8,55309.87,93370,9314.3,10.5,2.93,36.8
Virginia,Bristol city,83.5,61.8,5.6,19.8,53,3.86,87.87,21893.78,37844,1370.6,21.3,5.12,42.2
Virginia,Buena Vista city,81.2,64.8,4.5,17.7,53.5,1.27,88.34,19881.82,33672,991.9,20.8,5.14,35.5
Virginia,Charlottesville city,90.3,41.3,5.5,10.4,52.3,9.45,65.67,33503.36,54739,4246.4,24.5,3.41,31.6
Virginia,Chesapeake city,91.4,74.9,6.3,12.1,51.4,14.9,58.37,32037.32,72214,652,9.6,4.31,36.9
Virginia,Colonial Heights city,89.1,65.8,6.4,20.3,53.7,6.65,74.33,27028.57,50952,2315.3,13.2,4.53,40.6
Virginia,Covington city,84.9,68.7,4.6,21.7,51.6,6.63,81.52,21292.27,35546,1090.2,19.9,5.93,42.4
Virginia,Danville city,79.7,54.6,6.3,19.7,54.4,24.59,43.7,22908.26,34951,1002.8,21.5,6.12,40.9
Virginia,Emporia city,76.9,48.4,5.7,16.8,53.9,32.13,29.54,18567.34,27426,859.7,30.9,6.51,35.4
Virginia,Fairfax city,91.8,72.1,7,14.3,50.7,2.43,57.9,47602.59,106870,3616.8,7.8,3.08,38.2
Virginia,Falls Church city,98,63.9,6.3,12.5,51,2.41,72.01,64175.38,114795,6169.1,2.9,2.76,38.7
Virginia,Franklin city,81.2,46.3,6.1,18.5,55.5,29.44,37.34,24816.53,38760,1045.8,16.6,6.12,39.4
Virginia,Fredericksburg city,91.3,39,6.9,10.5,54.1,11.24,60,33135.25,57258,2326.2,16.3,4.83,30.4
Virginia,Galax city,76.6,63.3,5.1,23,52.9,3.61,76.37,22661.33,31311,854.6,21.2,5,45
Virginia,Hampton city,90.2,59.3,6.2,14.1,52.2,25.04,39.25,26672.36,52021,2673.2,14.9,5.75,36.2
Virginia,Harrisonburg city,85.1,38.6,5.1,8.7,53.4,3.5,67.33,21203.32,43009,2808.2,29,4.88,25.4
Virginia,Hopewell city,80.9,51.7,7.4,15.5,53.6,20.3,48.79,22659.09,40712,2198,21.2,6.58,36.2
Virginia,Lexington city,85,51.2,2.1,15,44.3,4.44,79.81,29229.73,37309,2820.2,21.4,6.19,22.3
Virginia,Lynchburg city,88.2,56.3,6,13.9,53.1,14.23,62.66,24170.78,41971,1538.2,22.3,5.25,28.3
Virginia,Manassas city,81.6,68.2,8.4,8.8,49.9,6.67,42.64,28058.36,77551,3827.6,8.8,3.64,34.2
Virginia,Manassas Park city,82.5,71.2,6.6,7.4,49.3,6.83,35.99,27342.43,79131,5632.6,10.3,3.68,34.7
Virginia,Martinsville city,79.1,59.4,7.6,19.3,54.5,23.38,45.58,23367.86,33545,1261.5,24,7.14,40.9
Virginia,Newport News city,89.2,52.1,7.4,12.1,51.7,20.33,44.03,25723.11,51082,2630,16.4,5.18,33.5
Virginia,Norfolk city,87.5,46.6,6.8,10.3,48.2,21.01,43.63,25911.51,47137,4486.4,21,5.33,30.7
Virginia,Norton city,82.8,54,8,16.9,53.9,1.92,89.96,18544.84,26971,529.1,25.7,6.93,37.5
Virginia,Petersburg city,78.7,50.8,7.4,16.3,53.3,37.87,15,21049.15,33939,1413.7,27.6,7.91,38.1
Virginia,Poquoson city,94.8,84.8,4.2,18.5,50.6,0.52,92.29,38781.61,88328,793.2,4.9,3.54,42.4
Virginia,Portsmouth city,85,61.5,7.6,14,51.9,26.3,38.34,23405.16,48727,2838.8,17.7,6.21,35.3
Virginia,Radford city,89.6,51.6,2.9,8.5,52.6,4.67,83.31,20520.69,36082,1662.1,37.5,5.47,23.4
Virginia,Richmond city,84,44.9,6.1,12.1,52.3,24.09,39.98,29061.7,42356,3414.7,25.2,4.69,34
Virginia,Roanoke city,85.2,56,6.9,15.4,52.2,14.17,59.52,24337.39,41483,2279.8,21.6,4.34,38.5
Virginia,Salem city,89.5,68.8,5.6,18.5,52.6,3.74,85.8,31543.29,53990,1717.9,8.9,3.98,41.2
Virginia,Staunton city,88.2,60.4,5.6,20.3,54.7,5.59,81.44,28418.26,46435,1188.8,13.3,3.95,42.8
Virginia,Suffolk city,88.1,75.1,6.7,13.4,52,20.91,49.68,30838.15,68089,211.4,11.2,4.73,38
Virginia,Virginia Beach city,93.2,66.5,6.5,12.7,51,9.52,62.45,34170.99,70500,1758.9,8,4,36.2
Virginia,Waynesboro city,86.3,58.7,6.4,18.6,52.4,6.79,77.01,23237.45,42112,1396.8,17.4,4.19,39.2
Virginia,Williamsburg city,94.6,49.5,3.4,14.6,52.9,7.3,67.91,35027.07,54606,1559.3,21.5,5.59,24.9
Virginia,Winchester city,83.5,50.6,6.7,15.2,50.8,4.93,67.04,28576.19,49330,2838,12.5,4.04,38.1
Washington,Adams County,66.1,63.9,10.3,10.7,49,0.29,35.22,18090.18,48131,9.7,23.1,6.38,27.9
Washington,Asotin County,90,71.3,5.1,21.6,51.7,0.24,91.24,26066.95,47483,34,13.5,4.93,45
Washington,Benton County,89.6,69.7,7.2,13.7,50.1,0.76,71.56,30197.39,63001,103,13.4,6.23,35.8
Washington,Chelan County,82.6,68,6.6,17.6,50.1,0.24,68.35,26498.52,54975,24.8,12.8,5.66,40.1
Washington,Clallam County,92,71.1,4.8,27.4,50.4,0.58,83.26,28446.43,48002,41.1,17.1,7.52,50.8
Washington,Clark County,91.7,67.8,6.3,14.1,50.6,0.93,79.43,31875.56,67832,676.2,10.3,6.01,38.4
Washington,Columbia County,89.9,72.3,4.9,26.9,50.4,0.26,86.55,30268.92,46250,4.7,14.5,6.46,50.2
Washington,Cowlitz County,88,67.3,6,18.2,50.6,0.4,84.3,25563.49,49804,89.8,16.9,7.08,41.3
Washington,Douglas County,81.1,71.9,6.9,16.2,50,0.16,64.88,24897.08,55805,21.1,13.7,6.82,37.1
Washington,Ferry County,87.5,71.6,4.5,22.9,48.3,0.04,73.63,21706.22,41081,3.4,21.2,10.2,50.3
Washington,Franklin County,73.5,66.8,9.4,8.4,48.3,1.22,41.15,21375.3,60275,62.9,15.9,7.35,30.3
Washington,Garfield County,96.4,72.8,6.3,23.1,50.7,0,91.78,25367.12,51399,3.2,11.7,5.77,46.1
Washington,Grant County,75.1,62.6,8.2,12.9,49,0.34,54.92,22124.09,52382,33.3,15.9,7.06,32.9
Washington,Grays Harbor County,88.2,68.7,5.7,19.6,48.7,0.5,79.86,24406.15,45483,38.3,16,8.24,44
Washington,Island County,94.7,73.9,5.7,22.7,50.5,1.64,80.11,34003.91,61516,376.6,9.5,5.83,44.2
Washington,Jefferson County,94.5,73.8,3.5,33,50.5,0.29,88.7,32441.59,51842,16.6,12.8,6.99,58.3
Washington,King County,92.5,59.9,6,12.5,50.2,3.08,61.41,46225.31,83571,912.9,10.2,3.94,37
Washington,Kitsap County,94.3,68.4,5.8,16.4,49.4,1.25,77.44,34024.7,68336,635.9,9.9,5.51,39.1
Washington,Kittitas County,90.6,56.5,4.9,15,49.2,0.55,84.35,27391.45,53163,17.8,19.6,5.89,33.8
Washington,Klickitat County,86.5,69.9,5,21.7,49.5,0.14,82.21,24617.72,51258,10.9,14.9,6.73,46.9
Washington,Lewis County,87.1,72.2,5.9,19.9,50,0.33,84.17,23832.13,46387,31.4,16,7.72,43.1
Washington,Lincoln County,91.3,78.5,4.7,24.7,50.1,0.29,91.85,27513.85,49460,4.6,13.7,5.52,48.4
Washington,Mason County,87.4,80.9,5.3,21.7,48.3,0.77,81.36,25229.39,53087,63.3,16.2,7.47,45.6
Washington,Okanogan County,82.2,68.6,6.4,20.3,49.5,0.24,65.8,23126.27,42598,7.8,21.8,6.58,42.6
Washington,Pacific County,88.4,74.2,4.4,28.7,49.9,0.17,82.44,22415.32,39895,22.4,18.6,7.96,53.6
Washington,Pend Oreille County,89.3,79.3,4.6,24.3,49.3,0.11,88.87,26191.3,49184,9.3,16.6,8.82,51
Washington,Pierce County,91,63.3,6.8,12.9,50.6,3.35,67.97,30647.35,63881,476.3,12.2,5.95,36.1
Washington,San Juan County,95.3,70.4,2.9,30.6,51.4,0.32,89.01,41212.5,60271,90.7,10.7,4.61,56.6
Washington,Skagit County,88.9,70.1,6.1,19.1,50.4,0.42,75.06,30078.26,59263,67.5,14.3,6.44,41.5
Washington,Skamania County,90.5,76.2,4.5,18.5,49.7,0.46,88.18,27391.36,53606,6.7,13.3,6.9,46.6
Washington,Snohomish County,91.8,68.1,6.3,12.3,50,1.38,71.19,35213.06,78020,341.8,8.8,4.33,38
Washington,Spokane County,93,65,6.2,15,50.6,0.85,85.26,28683.13,52159,267.2,15.2,6.01,37.6
Washington,Stevens County,89.8,80.6,5.5,21.2,50,0.23,86.88,24345.97,47272,17.6,15.6,8.13,46.9
Washington,Thurston County,93.6,67.4,5.9,15.7,51.3,1.49,75.84,32098.4,66113,349.4,11.6,5.58,39
Washington,Wahkiakum County,93.1,72.3,3.9,31.8,49.7,0.1,88.53,27420.27,49508,15.1,13.9,8.54,55.1
Washington,Walla Walla County,88.6,61.8,5.6,16.6,49.2,0.76,72.28,28795.49,52630,46.3,14.4,5.35,37.5
Washington,Whatcom County,91.2,62.3,5.5,15.9,50.5,0.5,79.77,29390.32,56419,95.5,15.3,5.76,37.3
Washington,Whitman County,95.9,49,4.3,9.8,49.1,1.02,79.53,24855.41,41574,20.7,27.5,4.95,24.7
Washington,Yakima County,72.5,64.1,8.3,12.9,50,0.49,44.29,21307.69,47470,56.6,19,7.48,33
West Virginia,Barbour County,81.1,76.3,5.2,18.6,50.6,0.46,95.75,20029.84,37516,48.6,22.5,6.8,41.7
West Virginia,Berkeley County,87.3,75.6,6.2,13.7,50.4,3.75,84.58,27174.71,59480,324.4,13,3.96,38.8
West Virginia,Boone County,79.2,76.2,5.4,17.6,50.3,0.4,97.84,20577.91,37955,49.1,24.4,9.1,43.5
West Virginia,Braxton County,81,78.6,5.4,20.5,49.6,0.23,97.13,20094.49,41266,28.4,22.1,8.77,45.9
West Virginia,Brooke County,90.1,79.2,4.2,21.8,51.5,0.87,95.75,26537.84,48835,269.8,13,7.04,46.6
West Virginia,Cabell County,87,64.2,5.8,17.4,51.2,2.45,90.09,24877.29,37816,342.8,23.2,4.81,38.8
West Virginia,Calhoun County,76.9,77.6,5,22.3,49.9,0.01,97.32,18587.12,36279,27.3,17.1,12.83,48.1
West Virginia,Clay County,72,79.7,5.7,18.8,50.3,0.01,97.67,16034.73,34242,27.5,25.2,10.36,44.1
West Virginia,Doddridge County,78.3,81.9,4,19.4,46.5,0.69,95.68,19022.48,44437,25.7,14.9,5.16,45.3
West Virginia,Fayette County,81.8,76.9,5.9,19,49.9,2.57,92.5,20818.18,39297,69.6,20,7.92,44.3
West Virginia,Gilmer County,80.6,71.5,4.9,15.5,39.5,5.56,80.81,20986.94,37175,25.7,25,8.24,39.2
West Virginia,Grant County,81.7,79.7,5.2,22.9,50.3,0.81,96.84,19774.62,40093,25,12.7,5.95,46.2
West Virginia,Greenbrier County,83.9,75,5.2,21.9,51.3,1.29,92.71,23745.85,40483,34.8,17.8,5.39,45.5
West Virginia,Hampshire County,80,67.6,4.6,20.2,49.4,0.6,95.94,20594.49,36575,37.4,16.9,4.35,47.2
West Virginia,Hancock County,87.2,75.2,4.9,21.2,51.6,1.07,94.05,24521.46,43634,371.3,13.5,7,46.8
West Virginia,Hardy County,80.4,78.4,4.9,20,49.5,1.65,90.79,23072.87,42573,24.1,14.8,5.69,45.7
West Virginia,Harrison County,87.7,73.3,5.8,18.1,51.3,0.85,94.44,26924.08,48315,166.1,15,5.84,42.2
West Virginia,Jackson County,86.6,79.6,5.7,19,50.6,0.05,97.14,21620.38,41731,62.9,14.7,6.48,43.7
West Virginia,Jefferson County,88.8,77.8,5.6,14.6,50.6,3.3,83.82,33754.62,72526,255.2,9.9,3.36,41.1
West Virginia,Kanawha County,88.1,71.3,5.6,18.8,52,3.47,87.83,28130,46859,214.1,16.5,5.46,43.4
West Virginia,Lewis County,87.2,72.5,6.2,19.5,50.7,0.11,96.56,21323.27,39793,42.5,19.8,8.5,43.8
West Virginia,Lincoln County,79,77.9,6.1,17.4,50.3,0.27,98,18385.55,37075,49.7,24.9,8.53,43.2
West Virginia,Logan County,77.7,72.8,5.6,17.6,50.7,0.84,95.97,21257.85,37859,81,22.5,10.19,43.8
West Virginia,McDowell County,64.9,78.5,5.9,19.1,50.5,4.14,88.73,15360.26,25595,41.5,34.9,12.15,45
West Virginia,Marion County,89,75.1,5.9,18.5,51.2,1.79,92.88,25365.84,48158,182.7,16.1,6.54,41.1
West Virginia,Marshall County,89.1,78,5.2,20.1,51.2,0.48,96.81,23360.64,42473,108.4,15.2,7.97,45.7
West Virginia,Mason County,84.8,78.1,5.4,19.4,51.9,0.16,96.84,21390.34,38977,63.4,19.3,7.12,44.2
West Virginia,Mercer County,83.1,73.9,5.9,20.2,52.2,3.07,90.42,21458.58,37763,148.6,21.4,6.69,43.1
West Virginia,Mineral County,88.8,76.9,5.2,20,50.4,1.71,94.19,21426.69,40749,86.1,14.8,5.95,44.5
West Virginia,Mingo County,73.9,77.1,6.3,16.6,51,0.95,96.07,19700,31227,63.4,28.9,12.55,42.8
West Virginia,Monongalia County,91.7,59.2,5,11.3,48.4,1.86,88.33,28403.54,49624,267.1,21.3,4.32,31.7
West Virginia,Monroe County,81.4,84.9,4.8,24.5,50.5,0.32,96.31,22247.39,36684,28.6,17.2,4.55,48
West Virginia,Morgan County,82.9,71.2,4.5,21.3,50.1,0.34,95.68,23752.46,46346,76.6,11.1,4.38,47.9
West Virginia,Nicholas County,83.7,82,5.3,20.6,50.8,0.33,97.31,21960.5,39037,40.6,18.6,8.81,45.1
West Virginia,Ohio County,91.9,70,5.2,20.2,52.4,2,92.35,30353.3,45777,420,13.7,5.54,43.6
West Virginia,Pendleton County,81,78,4.4,25.1,49.4,1.67,94.75,23633.91,39554,11.1,18.7,3.86,50.8
West Virginia,Pleasants County,87.6,79.7,4.6,17.9,46.4,0.03,98.06,26700.41,45152,58.5,16.6,8.17,43.6
West Virginia,Pocahontas County,84.8,80.4,5,23.2,48.7,0.46,95.63,22969.16,37111,9.3,17.6,6.64,49.1
West Virginia,Preston County,83.5,82.7,5.2,18.2,48.4,2.22,91.93,23371.71,46673,51.7,15.2,5.74,42.7
West Virginia,Putnam County,92,85.9,5.8,16.7,50.9,0.61,95.46,29691.12,59113,160.5,9.3,4.88,41.8
West Virginia,Raleigh County,84.4,76.6,5.7,18.8,50.1,3.9,86.96,23987.82,42386,130.3,17.6,6.98,42.2
West Virginia,Randolph County,82.8,77.9,5.2,20.2,48.5,0.96,96.08,24604.64,40094,28.3,18.3,5.98,43.7
West Virginia,Ritchie County,81.9,77.7,4.9,21.1,50,0.02,98.57,19723.85,41497,23.1,18.5,6.54,46.8
West Virginia,Roane County,78.2,76.1,5,20,50.5,0.02,96.98,20677.96,37931,30.9,19.3,10.3,45.8
West Virginia,Summers County,82.9,81.5,3.9,22.5,55.1,2.49,91.79,20543.24,35218,38.6,19,6.11,49.1
West Virginia,Taylor County,85.9,78.5,5.7,18.5,49.4,0.64,96.06,22997.6,45916,97.8,15.7,5.63,44.1
West Virginia,Tucker County,87.3,79.5,4.5,24,49.9,0.23,97.56,22468.1,43294,17,15.3,5.39,49.3
West Virginia,Tyler County,87.6,82.6,5.3,20.7,51,0.09,97.96,23867.47,40902,35.9,16.4,8.89,47
West Virginia,Upshur County,84,79.2,5.5,18.8,50.8,0.66,96.3,21020.8,39434,68.4,21.2,7.54,41.7
West Virginia,Wayne County,79.4,76.6,5.3,19.2,51.2,0.14,97.53,19861.35,38905,84,20.8,6.6,44.1
West Virginia,Webster County,73.9,79.1,5.5,21.3,50.5,0.02,99.64,19977.25,33390,16.5,26.7,8.32,47.2
West Virginia,Wetzel County,83,80,5.1,21.8,50.9,0.29,97.49,20224.81,40694,46.3,23.2,9.23,46
West Virginia,Wirt County,83.4,81.4,5.2,18.3,49.8,0.47,97.24,19833.05,38936,24.6,21.2,8.79,45.4
West Virginia,Wood County,89.6,73.4,5.7,19.1,51.8,0.58,95.34,26326.27,45537,237.4,16.9,5.75,43.5
West Virginia,Wyoming County,77.3,81.4,5.4,18.7,50.4,0.43,97.37,20608.3,37644,47.6,22.2,10.19,44.6
Wisconsin,Adams County,87.3,82.2,3.2,27.4,46.2,1.36,90.7,24615.09,44003,32.3,13,5.99,53.8
Wisconsin,Ashland County,91.7,70.7,5.4,17.6,50,0.22,82.7,23278.11,41505,15.5,14.6,5.4,42
Wisconsin,Barron County,89.9,74.1,5.6,20.5,50.3,0.6,93.84,27213.73,49257,53.2,11.5,4.52,44.2
Wisconsin,Bayfield County,94.5,81.8,4,25.1,48.6,0.33,85.01,28409.22,50110,10.2,11,6.85,52.2
Wisconsin,Brown County,91.4,66.6,6.6,13.4,50.5,1.14,81.58,30439.92,56775,468.2,11.3,3.61,37.4
Wisconsin,Buffalo County,91.5,77.9,5.5,20.7,49.5,0.25,95.91,28784.72,54753,20.2,10.7,4.44,46.6
Wisconsin,Burnett County,92,80.4,4.3,26.8,49.5,0.26,90.58,27393.72,45891,18.8,14.6,5.97,52.8
Wisconsin,Calumet County,92.7,83.6,5.9,13.6,49.9,0.43,91.36,32798.83,70662,153.9,5.9,3.2,40.6
Wisconsin,Chippewa County,92.1,74.2,5.8,16.4,48.1,0.66,93.85,27898.76,55240,61.9,10.7,4.23,41.2
Wisconsin,Clark County,81.6,79,8.2,16.1,49.3,0.32,93.47,23452.26,49131,28.7,13.2,3.89,37.4
Wisconsin,Columbia County,92.8,75.5,5.4,16.5,49.1,0.68,93.09,31954.43,63293,74.2,8.3,3.58,42.4
Wisconsin,Crawford County,90,77,4.9,21,48.5,0.89,94.89,25078.72,47331,29.2,13,4.85,46.3
Wisconsin,Dane County,95.3,62.1,5.9,12.3,50.5,2.55,80.18,37771.91,67631,407.7,12.4,2.85,35.1
Wisconsin,Dodge County,89.1,73.9,4.9,16.3,47.4,1.22,90.3,27360.82,56038,101.4,8.8,3.63,42.5
Wisconsin,Door County,93.6,77.6,3.7,27.1,50.8,0.35,94.3,35429.61,56494,57.6,8.4,4.93,53
